person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
23,38000,RENT,1.0,MEDICAL,A,7300,,0,0.19,N,2
23,18000,RENT,,VENTURE,A,4500,7.49,1,0.25,N,4
24,46000,RENT,0.0,EDUCATION,D,5975,14.46,1,0.13,Y,2
24,82440,RENT,8.0,DEBTCONSOLIDATION,A,14700,8.49,0,0.18,N,4
23,24000,RENT,2.0,MEDICAL,B,2800,11.49,1,0.12,N,3
28,108000,MORTGAGE,6.0,EDUCATION,B,27400,10.99,0,0.25,N,7
22,65000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8000,6.99,0,0.12,N,3
29,113000,RENT,1.0,EDUCATION,D,25000,15.31,1,0.22,N,6
32,288000,MORTGAGE,8.0,DEBTCONSOLIDATION,D,25000,14.83,1,0.09,Y,10
22,166000,MORTGAGE,1.0,EDUCATION,B,23450,11.36,0,0.14,N,3
23,38000,RENT,0.0,MEDICAL,A,7500,7.88,0,0.2,N,4
36,33000,RENT,2.0,PERSONAL,B,4000,,1,0.12,N,17
27,37800,RENT,1.0,DEBTCONSOLIDATION,B,13000,11.83,1,0.34,N,5
24,36000,RENT,6.0,MEDICAL,E,15250,15.95,1,0.42,Y,2
41,52106,RENT,4.0,EDUCATION,C,5000,12.84,1,0.1,N,13
58,39996,RENT,2.0,VENTURE,B,2500,10.37,0,0.06,N,27
26,102000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000,11.36,0,0.2,N,4
29,45324,MORTGAGE,4.0,PERSONAL,D,15150,14.54,0,0.33,N,10
23,54000,RENT,8.0,VENTURE,B,12000,11.36,0,0.22,N,2
22,57600,OWN,,EDUCATION,A,1500,5.99,0,0.03,N,3
25,95000,RENT,0.0,DEBTCONSOLIDATION,B,8000,10.36,0,0.08,N,3
21,40000,RENT,0.0,EDUCATION,B,16000,11.83,1,0.4,N,4
36,69000,RENT,20.0,VENTURE,C,35000,,1,0.51,N,15
47,85000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,8.07,0,0.12,N,15
27,65000,RENT,9.0,EDUCATION,C,3500,13.49,0,0.05,N,9
22,45000,RENT,7.0,PERSONAL,A,9000,7.9,0,0.2,N,3
48,44000,RENT,6.0,MEDICAL,B,5850,9.99,0,0.13,N,13
22,120000,MORTGAGE,,EDUCATION,A,6000,8.9,0,0.05,N,3
26,85000,MORTGAGE,0.0,MEDICAL,A,11600,5.42,0,0.14,N,4
27,59578,RENT,11.0,HOMEIMPROVEMENT,D,6000,14.59,0,0.1,Y,7
27,160000,RENT,4.0,EDUCATION,B,8000,12.42,0,0.05,N,9
32,39000,RENT,5.0,MEDICAL,D,5000,14.09,1,0.13,N,10
27,50000,MORTGAGE,6.0,PERSONAL,B,12000,11.71,0,0.24,N,10
27,49536,OWN,11.0,MEDICAL,B,12000,10.38,0,0.24,N,10
27,32000,RENT,4.0,MEDICAL,B,9000,11.48,1,0.28,N,8
38,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,8000,10.99,0,0.13,N,13
38,12000,OWN,,EDUCATION,A,4800,7.29,1,0.4,N,12
22,32000,RENT,0.0,PERSONAL,D,7875,14.91,1,0.25,N,2
23,60996,RENT,0.0,HOMEIMPROVEMENT,E,16000,16.0,1,0.26,N,3
23,28800,RENT,1.0,VENTURE,C,9250,14.35,1,0.32,Y,3
27,100970,MORTGAGE,5.0,VENTURE,B,20000,11.99,0,0.2,N,9
42,66500,RENT,8.0,VENTURE,B,6000,10.25,0,0.09,N,15
29,16800,RENT,4.0,PERSONAL,A,5000,6.92,1,0.3,N,7
32,65453,RENT,15.0,MEDICAL,C,5000,11.28,1,0.06,Y,9
34,102000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,7200,13.49,1,0.07,N,5
27,15600,RENT,11.0,HOMEIMPROVEMENT,B,2800,10.65,1,0.18,N,5
35,38420,RENT,0.0,EDUCATION,C,2575,15.96,1,0.07,Y,7
24,55000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,3000,11.12,0,0.05,N,2
31,58000,OWN,6.0,PERSONAL,B,6200,10.65,0,0.11,N,6
23,54516,RENT,,VENTURE,B,6000,9.91,0,0.11,N,3
30,28000,OWN,5.0,PERSONAL,B,6300,11.99,0,0.23,N,9
25,36400,RENT,2.0,PERSONAL,B,18200,9.91,1,0.5,N,4
29,58000,RENT,4.0,PERSONAL,A,14000,6.62,0,0.24,N,5
42,30000,RENT,0.0,DEBTCONSOLIDATION,A,4200,7.49,0,0.14,N,13
25,29000,RENT,2.0,MEDICAL,C,2500,12.84,1,0.09,Y,4
37,42000,RENT,0.0,MEDICAL,A,12000,,0,0.29,N,13
38,140000,MORTGAGE,13.0,HOMEIMPROVEMENT,D,10000,15.62,0,0.07,N,11
26,18000,RENT,2.0,EDUCATION,D,2000,13.3,1,0.11,N,2
22,68004,RENT,4.0,DEBTCONSOLIDATION,A,9600,7.51,0,0.14,N,2
26,70000,MORTGAGE,3.0,MEDICAL,B,3200,9.25,0,0.05,N,4
32,25000,RENT,4.0,MEDICAL,C,11700,12.68,1,0.47,Y,10
31,108000,MORTGAGE,11.0,DEBTCONSOLIDATION,C,35000,13.49,1,0.32,N,10
22,38004,RENT,3.0,EDUCATION,B,10000,10.75,0,0.26,N,2
24,54400,RENT,4.0,MEDICAL,B,2500,11.14,1,0.04,N,2
21,28000,RENT,3.0,EDUCATION,B,8000,10.99,1,0.29,N,2
24,55000,MORTGAGE,2.0,VENTURE,A,6000,8.0,0,0.11,N,2
22,71000,MORTGAGE,6.0,PERSONAL,A,3200,7.4,0,0.05,N,2
32,54000,RENT,8.0,VENTURE,B,20000,11.11,1,0.37,N,7
25,201000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,14000,7.66,0,0.07,N,4
26,70000,RENT,0.0,EDUCATION,C,2400,,0,0.03,Y,3
26,83004,RENT,7.0,VENTURE,A,5450,7.9,0,0.07,N,3
23,40800,MORTGAGE,1.0,EDUCATION,B,16000,,0,0.39,N,4
37,145124,MORTGAGE,21.0,PERSONAL,B,11375,10.99,1,0.08,N,11
24,45000,RENT,0.0,MEDICAL,E,6000,17.19,1,0.13,N,3
30,90000,MORTGAGE,5.0,PERSONAL,A,10000,5.79,0,0.11,N,7
24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4
28,126000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,12000,11.71,0,0.1,N,8
24,131400,RENT,8.0,DEBTCONSOLIDATION,D,8000,15.99,1,0.06,N,2
25,56000,MORTGAGE,,EDUCATION,A,5000,5.42,0,0.09,N,3
25,57000,RENT,5.0,MEDICAL,D,9600,14.46,1,0.17,N,3
25,31800,OTHER,1.0,HOMEIMPROVEMENT,C,10000,12.53,1,0.31,N,3
34,92000,MORTGAGE,14.0,HOMEIMPROVEMENT,B,16000,11.11,0,0.17,N,7
43,28000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,6250,,1,0.22,Y,13
28,44300,MORTGAGE,12.0,HOMEIMPROVEMENT,A,4325,7.49,0,0.1,N,5
31,30000,RENT,0.0,HOMEIMPROVEMENT,A,10000,8.94,1,0.33,N,10
26,64260,MORTGAGE,3.0,MEDICAL,A,4500,8.94,0,0.07,N,2
28,35376,MORTGAGE,,PERSONAL,A,1500,8.49,0,0.04,N,10
22,72000,OWN,6.0,EDUCATION,B,16000,10.37,0,0.22,N,2
28,45000,RENT,4.0,DEBTCONSOLIDATION,C,9000,14.65,0,0.2,N,10
32,48250,MORTGAGE,3.0,MEDICAL,B,8400,10.74,0,0.17,N,6
22,62000,RENT,0.0,MEDICAL,C,18000,13.85,0,0.29,Y,4
37,55200,RENT,9.0,MEDICAL,B,12000,11.71,0,0.22,N,15
30,66000,MORTGAGE,14.0,EDUCATION,C,11200,13.49,1,0.17,N,9
30,98000,RENT,14.0,PERSONAL,C,8525,10.78,1,0.09,N,9
29,30108,MORTGAGE,,EDUCATION,A,1400,8.9,1,0.05,N,9
29,37000,OWN,2.0,EDUCATION,A,2800,7.66,0,0.08,N,5
22,51000,RENT,0.0,EDUCATION,C,20000,13.47,1,0.39,N,2
25,25200,RENT,,EDUCATION,B,4000,10.25,0,0.16,N,2
30,21600,RENT,2.0,DEBTCONSOLIDATION,C,1500,14.72,0,0.07,Y,8
25,81000,RENT,5.0,DEBTCONSOLIDATION,A,25000,7.29,1,0.31,N,3
24,18000,RENT,3.0,MEDICAL,D,5400,15.99,1,0.3,Y,3
27,85000,MORTGAGE,11.0,PERSONAL,A,10000,7.49,0,0.12,N,8
25,80000,MORTGAGE,4.0,MEDICAL,A,6000,7.74,0,0.07,N,4
27,150000,MORTGAGE,11.0,VENTURE,B,8000,12.21,0,0.05,N,5
26,60000,RENT,3.0,MEDICAL,A,7000,6.91,0,0.12,N,2
30,125000,RENT,2.0,EDUCATION,C,3000,14.65,0,0.02,Y,10
26,113000,MORTGAGE,10.0,PERSONAL,A,12000,7.29,1,0.11,N,2
24,43000,RENT,3.0,PERSONAL,B,14500,10.75,1,0.34,N,2
28,74000,RENT,0.0,DEBTCONSOLIDATION,D,5000,15.21,1,0.07,N,8
27,115000,MORTGAGE,3.0,EDUCATION,A,6300,6.76,0,0.05,N,10
31,32000,MORTGAGE,0.0,MEDICAL,C,2000,13.61,0,0.06,Y,6
27,66300,MORTGAGE,11.0,MEDICAL,D,21000,15.62,1,0.27,Y,10
21,34416,RENT,5.0,EDUCATION,A,2300,6.76,0,0.07,N,2
27,54000,RENT,2.0,MEDICAL,B,12100,9.45,0,0.22,N,6
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2
25,29000,RENT,9.0,MEDICAL,B,1000,11.99,1,0.03,N,2
24,72000,MORTGAGE,5.0,MEDICAL,A,11200,7.29,0,0.16,N,4
32,74000,MORTGAGE,0.0,PERSONAL,A,1800,8.94,0,0.02,N,10
23,50000,RENT,1.0,DEBTCONSOLIDATION,A,25000,7.9,1,0.5,N,3
55,34000,RENT,0.0,DEBTCONSOLIDATION,A,12000,6.92,1,0.35,N,30
21,44000,RENT,6.0,EDUCATION,D,8000,15.21,1,0.18,N,2
55,75000,MORTGAGE,6.0,PERSONAL,D,7700,14.84,0,0.1,Y,18
39,30000,RENT,3.0,PERSONAL,B,6000,10.75,0,0.2,N,14
23,70000,RENT,0.0,VENTURE,A,12700,,0,0.18,N,2
34,63504,RENT,0.0,MEDICAL,B,3500,10.0,0,0.06,N,6
22,42000,MORTGAGE,6.0,MEDICAL,A,3000,6.03,0,0.07,N,2
26,95000,MORTGAGE,10.0,VENTURE,C,15000,15.96,0,0.16,Y,2
25,21000,RENT,0.0,DEBTCONSOLIDATION,B,5175,12.53,1,0.25,N,2
22,55000,RENT,2.0,EDUCATION,A,6000,8.9,0,0.11,N,3
24,51500,RENT,6.0,DEBTCONSOLIDATION,B,20000,12.21,1,0.39,N,4
41,21000,RENT,1.0,MEDICAL,A,5500,5.79,0,0.26,N,14
22,44000,RENT,6.0,MEDICAL,B,10000,10.65,0,0.23,N,4
23,110000,RENT,0.0,PERSONAL,A,3600,,0,0.03,N,3
35,64000,MORTGAGE,11.0,MEDICAL,A,14500,7.66,0,0.23,N,8
25,45000,RENT,4.0,DEBTCONSOLIDATION,C,15000,,1,0.33,N,2
23,56928,RENT,3.0,PERSONAL,B,4800,10.38,0,0.08,N,3
28,29000,RENT,4.0,DEBTCONSOLIDATION,D,10000,16.77,1,0.34,N,10
38,50004,RENT,2.0,HOMEIMPROVEMENT,C,6000,13.79,0,0.12,Y,11
23,60000,RENT,7.0,MEDICAL,A,20000,7.9,1,0.33,N,2
22,71400,MORTGAGE,2.0,MEDICAL,D,15000,14.96,1,0.18,Y,3
22,65000,RENT,4.0,EDUCATION,D,34000,17.58,1,0.52,N,4
33,16620,OWN,,HOMEIMPROVEMENT,A,3000,5.99,1,0.18,N,6
22,64000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,14400,11.71,1,0.23,N,2
24,24000,RENT,0.0,MEDICAL,B,5375,10.99,0,0.22,N,3
33,53004,RENT,0.0,EDUCATION,C,20000,13.04,1,0.38,Y,9
28,60000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,20000,7.9,0,0.33,N,7
26,105400,MORTGAGE,6.0,MEDICAL,D,24000,14.61,1,0.19,N,3
22,42000,RENT,2.0,EDUCATION,C,7000,14.27,0,0.17,N,2
29,60000,MORTGAGE,13.0,MEDICAL,A,13500,7.51,0,0.23,N,5
31,120600,RENT,5.0,VENTURE,C,10000,13.49,1,0.08,N,5
24,45792,RENT,3.0,DEBTCONSOLIDATION,B,17000,10.38,1,0.37,N,2
29,27996,RENT,4.0,MEDICAL,A,4000,6.92,0,0.14,N,7
29,70000,RENT,3.0,HOMEIMPROVEMENT,C,5600,14.27,0,0.08,Y,6
35,84000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,20000,11.54,1,0.24,Y,6
24,70000,MORTGAGE,2.0,PERSONAL,E,12000,17.56,0,0.17,Y,3
25,60000,OWN,8.0,VENTURE,B,14000,11.12,0,0.23,N,2
32,79050,MORTGAGE,10.0,MEDICAL,F,24000,18.62,1,0.26,Y,8
23,56000,MORTGAGE,7.0,VENTURE,D,8000,14.54,1,0.14,Y,2
34,121000,MORTGAGE,8.0,HOMEIMPROVEMENT,D,12000,14.59,1,0.1,Y,8
28,34000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,3700,6.91,1,0.11,N,8
28,80000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,15000,14.17,0,0.19,N,8
21,52000,RENT,5.0,PERSONAL,B,1500,11.99,0,0.03,N,2
27,15000,RENT,2.0,EDUCATION,C,3000,13.23,1,0.2,N,7
24,45000,MORTGAGE,4.0,MEDICAL,A,1500,,0,0.03,N,2
34,59000,OWN,18.0,EDUCATION,A,5500,7.9,0,0.09,N,8
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2
21,38000,RENT,3.0,PERSONAL,B,10000,12.18,0,0.26,N,3
26,40000,RENT,11.0,PERSONAL,B,5000,9.91,0,0.13,N,3
21,45432,MORTGAGE,4.0,VENTURE,B,5000,9.88,0,0.11,N,4
22,35000,RENT,1.0,EDUCATION,C,5700,12.99,0,0.16,Y,2
30,39996,RENT,2.0,DEBTCONSOLIDATION,C,4000,12.99,0,0.1,Y,9
30,56604,MORTGAGE,3.0,VENTURE,D,3000,17.58,0,0.05,N,9
33,66000,RENT,2.0,VENTURE,D,6400,14.96,1,0.1,N,6
29,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,3000,9.63,0,0.04,N,9
24,70000,RENT,3.0,HOMEIMPROVEMENT,A,12500,7.88,0,0.18,N,3
29,58650,MORTGAGE,5.0,MEDICAL,E,3000,17.19,1,0.04,N,6
29,96050,MORTGAGE,7.0,MEDICAL,C,15200,13.85,1,0.13,Y,5
37,88000,MORTGAGE,2.0,VENTURE,C,1000,13.48,0,0.01,Y,11
26,24480,RENT,0.0,MEDICAL,A,4375,5.79,0,0.18,N,4
36,68400,MORTGAGE,5.0,EDUCATION,C,7000,13.48,1,0.1,Y,11
35,30000,MORTGAGE,13.0,PERSONAL,A,6625,6.62,0,0.22,N,6
26,51996,RENT,1.0,MEDICAL,C,10000,13.23,0,0.19,N,4
34,35496,MORTGAGE,15.0,EDUCATION,C,2800,14.17,1,0.08,Y,7
26,15600,RENT,5.0,DEBTCONSOLIDATION,A,5000,5.99,1,0.32,N,3
38,30132,RENT,,EDUCATION,C,3000,13.85,1,0.1,N,14
25,153600,MORTGAGE,1.0,DEBTCONSOLIDATION,A,18000,6.99,0,0.12,N,2
29,128000,RENT,0.0,EDUCATION,A,15000,9.63,1,0.12,N,9
21,30000,RENT,5.0,PERSONAL,B,10000,11.99,1,0.33,N,3
29,60000,MORTGAGE,4.0,EDUCATION,A,5000,7.66,0,0.08,N,10
27,39000,MORTGAGE,11.0,HOMEIMPROVEMENT,E,5000,18.79,1,0.13,Y,10
28,50000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000,7.74,0,0.1,N,6
24,37200,MORTGAGE,2.0,MEDICAL,A,8000,7.88,1,0.22,N,4
22,30000,OWN,,VENTURE,C,7000,13.98,0,0.23,Y,2
24,60000,MORTGAGE,0.0,EDUCATION,D,8000,15.65,0,0.13,N,3
21,49000,MORTGAGE,4.0,MEDICAL,B,2000,11.99,1,0.04,N,2
23,22800,RENT,3.0,PERSONAL,D,1750,15.7,1,0.08,Y,2
32,27600,RENT,5.0,MEDICAL,B,3000,11.12,1,0.11,N,8
21,32900,MORTGAGE,2.0,MEDICAL,B,3000,9.99,0,0.09,N,2
24,70000,MORTGAGE,1.0,VENTURE,B,15000,11.46,0,0.21,N,2
22,66996,OWN,3.0,VENTURE,C,7000,14.72,0,0.1,Y,3
26,96000,MORTGAGE,2.0,VENTURE,G,10000,21.14,1,0.1,N,3
28,12000,RENT,0.0,PERSONAL,C,2400,12.68,1,0.2,Y,8
38,70000,MORTGAGE,0.0,PERSONAL,A,9250,7.51,0,0.13,N,17
48,83500,RENT,7.0,EDUCATION,A,10200,5.79,0,0.12,N,14
26,30000,RENT,5.0,DEBTCONSOLIDATION,C,15000,12.84,1,0.5,N,3
28,80000,RENT,12.0,MEDICAL,A,17000,5.79,0,0.21,N,6
26,52800,RENT,3.0,DEBTCONSOLIDATION,D,4600,15.62,1,0.09,Y,4
23,21600,RENT,1.0,EDUCATION,D,4500,15.65,1,0.21,N,2
21,29000,MORTGAGE,0.0,PERSONAL,B,4200,11.99,0,0.14,N,3
39,49000,RENT,0.0,DEBTCONSOLIDATION,F,15175,19.13,1,0.31,Y,11
32,34310,RENT,2.0,VENTURE,D,12000,14.96,1,0.35,Y,8
26,39200,MORTGAGE,2.0,MEDICAL,D,4000,15.05,1,0.1,N,3
24,57500,RENT,4.0,DEBTCONSOLIDATION,C,2525,,0,0.04,N,4
41,17000,RENT,0.0,PERSONAL,C,1500,15.23,1,0.09,N,13
27,90000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,7.14,0,0.11,N,5
36,69000,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.36,N,12
25,76000,MORTGAGE,3.0,EDUCATION,A,20000,6.54,0,0.26,N,2
25,33000,RENT,4.0,MEDICAL,B,3600,10.0,1,0.11,N,3
27,32000,RENT,6.0,EDUCATION,B,10000,12.42,1,0.31,N,8
24,36500,MORTGAGE,0.0,EDUCATION,C,7000,13.16,0,0.19,Y,4
30,108000,RENT,0.0,EDUCATION,D,7000,14.42,1,0.06,Y,8
43,39000,MORTGAGE,12.0,VENTURE,B,8000,9.99,0,0.21,N,16
27,51000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,10000,6.99,1,0.2,N,5
32,90000,MORTGAGE,6.0,PERSONAL,A,15600,7.9,0,0.17,N,9
24,69000,RENT,2.0,DEBTCONSOLIDATION,B,16000,11.89,1,0.23,N,4
23,126000,RENT,0.0,PERSONAL,C,8000,13.23,0,0.06,N,3
36,372000,RENT,4.0,DEBTCONSOLIDATION,E,2000,,1,0.01,Y,14
28,24000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,9600,11.99,0,0.4,N,8
43,50000,RENT,6.0,PERSONAL,C,18000,14.35,1,0.36,N,16
26,125000,MORTGAGE,4.0,PERSONAL,C,14800,,0,0.12,Y,3
22,70500,RENT,3.0,PERSONAL,C,21000,13.98,0,0.3,Y,4
35,21600,RENT,1.0,EDUCATION,C,2500,14.35,0,0.12,Y,8
47,86000,RENT,0.0,HOMEIMPROVEMENT,C,9000,12.87,1,0.1,N,13
33,98784,MORTGAGE,3.0,MEDICAL,B,10000,,0,0.1,N,7
21,52000,RENT,5.0,MEDICAL,B,12500,,0,0.24,N,3
28,123504,MORTGAGE,12.0,VENTURE,B,18000,,0,0.15,N,7
31,51500,RENT,6.0,EDUCATION,D,19000,14.83,1,0.37,Y,10
21,44000,MORTGAGE,5.0,VENTURE,D,7500,12.92,1,0.17,N,4
21,56000,MORTGAGE,6.0,MEDICAL,B,5600,10.37,0,0.1,N,4
23,24000,RENT,,PERSONAL,B,9600,9.99,1,0.4,N,4
32,86700,MORTGAGE,16.0,MEDICAL,D,20000,14.74,1,0.2,N,9
25,73248,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12000,11.11,1,0.16,N,4
29,15000,RENT,,DEBTCONSOLIDATION,D,2600,16.29,1,0.17,N,10
22,40000,RENT,6.0,EDUCATION,B,14000,,1,0.35,N,4
24,24000,RENT,0.0,MEDICAL,C,5600,12.73,0,0.23,N,4
23,58320,RENT,4.0,MEDICAL,B,4000,10.37,0,0.07,N,2
33,55000,MORTGAGE,5.0,PERSONAL,A,15000,6.54,0,0.27,N,6
29,170000,MORTGAGE,7.0,PERSONAL,C,35000,12.99,0,0.21,Y,5
29,76663,RENT,9.0,EDUCATION,A,12000,,0,0.16,N,9
27,38000,MORTGAGE,3.0,VENTURE,B,4500,9.99,0,0.12,N,7
35,70000,MORTGAGE,0.0,MEDICAL,B,12000,11.71,0,0.17,N,10
24,38001,RENT,4.0,DEBTCONSOLIDATION,A,12000,6.17,1,0.32,N,3
22,20000,RENT,,VENTURE,A,10000,6.62,1,0.5,N,2
29,78000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,18000,9.38,1,0.23,N,6
23,44000,RENT,2.0,MEDICAL,D,12000,,1,0.27,N,4
66,43000,RENT,17.0,DEBTCONSOLIDATION,D,22250,14.59,1,0.52,Y,23
25,46800,MORTGAGE,0.0,MEDICAL,A,6000,5.42,1,0.13,N,4
22,20000,RENT,2.0,EDUCATION,A,10000,7.49,1,0.5,N,4
24,65000,MORTGAGE,5.0,EDUCATION,B,9600,11.99,0,0.15,N,3
23,50400,RENT,3.0,VENTURE,B,5000,10.38,0,0.1,N,2
27,39000,MORTGAGE,11.0,HOMEIMPROVEMENT,E,5000,18.79,1,0.13,N,6
26,50000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,6000,,0,0.12,N,3
31,96000,MORTGAGE,7.0,VENTURE,C,25000,,1,0.26,N,5
26,50000,MORTGAGE,8.0,VENTURE,B,8000,10.59,0,0.16,N,2
28,68666,RENT,7.0,DEBTCONSOLIDATION,B,21000,12.69,1,0.31,N,8
25,42000,RENT,2.0,MEDICAL,B,6600,10.65,0,0.16,N,4
29,445000,MORTGAGE,3.0,PERSONAL,B,25000,9.62,0,0.06,N,5
28,37500,RENT,4.0,DEBTCONSOLIDATION,C,12000,,1,0.32,N,9
29,74000,RENT,0.0,HOMEIMPROVEMENT,C,16000,13.79,1,0.22,Y,8
27,33600,RENT,11.0,DEBTCONSOLIDATION,A,15000,5.79,1,0.45,N,8
24,44582,MORTGAGE,8.0,PERSONAL,A,5600,7.49,0,0.13,N,2
22,74000,MORTGAGE,1.0,VENTURE,E,25000,14.38,1,0.34,Y,3
25,100000,RENT,5.0,DEBTCONSOLIDATION,B,28000,12.69,0,0.28,N,3
32,50000,OWN,16.0,HOMEIMPROVEMENT,A,8000,7.49,0,0.16,N,9
39,116000,RENT,1.0,VENTURE,C,8000,15.27,1,0.07,N,11
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3
28,62400,RENT,2.0,VENTURE,B,14000,10.99,0,0.22,N,10
32,155000,MORTGAGE,8.0,MEDICAL,C,8000,,0,0.05,Y,6
25,80004,MORTGAGE,8.0,PERSONAL,A,6000,8.0,1,0.07,N,2
30,71400,RENT,0.0,HOMEIMPROVEMENT,C,9600,12.61,0,0.13,N,6
22,90888,MORTGAGE,5.0,EDUCATION,C,13200,14.79,0,0.15,N,4
23,40000,OWN,,VENTURE,A,2000,,0,0.05,N,4
22,87000,RENT,5.0,DEBTCONSOLIDATION,C,20000,13.85,0,0.23,N,4
26,44000,MORTGAGE,4.0,PERSONAL,B,11500,9.63,1,0.26,N,3
30,69000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,8500,,1,0.12,N,5
22,75000,RENT,1.0,VENTURE,A,19200,,0,0.26,N,2
22,60000,RENT,6.0,PERSONAL,B,12500,10.59,0,0.21,N,4
24,59000,RENT,1.0,HOMEIMPROVEMENT,D,18000,14.96,1,0.31,Y,4
30,51750,OWN,5.0,VENTURE,B,12000,11.14,0,0.23,N,10
25,57300,RENT,2.0,PERSONAL,C,10400,11.66,0,0.18,N,4
30,30000,RENT,2.0,VENTURE,C,10000,,1,0.33,N,7
28,60000,RENT,4.0,MEDICAL,D,16000,16.07,1,0.27,Y,8
30,45000,RENT,2.0,EDUCATION,A,13250,7.9,0,0.29,N,9
22,72000,MORTGAGE,7.0,EDUCATION,A,10000,,0,0.14,N,2
24,87996,RENT,8.0,DEBTCONSOLIDATION,D,10000,14.84,1,0.11,Y,2
27,115000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,24000,,0,0.21,N,7
34,43920,RENT,2.0,DEBTCONSOLIDATION,C,16400,11.03,1,0.37,Y,10
26,53000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,8000,7.88,0,0.15,N,2
22,44052,RENT,3.0,DEBTCONSOLIDATION,D,5500,,1,0.12,Y,2
24,63554,MORTGAGE,,DEBTCONSOLIDATION,A,2500,7.51,0,0.04,N,2
21,20000,RENT,3.0,PERSONAL,A,4400,6.91,0,0.22,N,4
24,70000,RENT,4.0,VENTURE,C,10125,14.65,0,0.14,Y,3
27,47000,RENT,,DEBTCONSOLIDATION,A,15000,8.49,1,0.32,N,10
23,34560,RENT,5.0,DEBTCONSOLIDATION,D,9600,16.02,1,0.28,Y,3
30,85000,RENT,4.0,MEDICAL,A,10000,6.62,0,0.12,N,6
25,34000,RENT,10.0,HOMEIMPROVEMENT,B,20000,8.88,1,0.59,N,4
21,20000,RENT,2.0,MEDICAL,A,9000,7.51,1,0.45,N,4
30,72000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,4800,13.49,0,0.07,Y,7
44,54000,RENT,0.0,DEBTCONSOLIDATION,C,10000,,0,0.19,N,11
32,32000,RENT,1.0,VENTURE,E,2600,,1,0.08,N,6
29,32000,MORTGAGE,5.0,MEDICAL,A,3100,7.51,1,0.1,N,5
23,29000,OWN,,EDUCATION,F,10000,18.62,1,0.34,N,4
36,70000,RENT,4.0,VENTURE,A,6000,7.29,0,0.09,N,15
25,69000,MORTGAGE,10.0,DEBTCONSOLIDATION,D,15000,14.54,1,0.22,Y,3
28,77385,RENT,3.0,MEDICAL,A,6000,7.66,0,0.08,N,6
21,21000,RENT,2.0,VENTURE,A,5000,6.91,0,0.24,N,4
26,40272,MORTGAGE,3.0,EDUCATION,B,10000,11.86,0,0.25,N,3
21,18864,RENT,0.0,HOMEIMPROVEMENT,B,3000,10.99,1,0.16,N,4
34,20000,RENT,0.0,MEDICAL,F,5000,18.43,1,0.25,N,9
27,73004,RENT,5.0,EDUCATION,A,9000,9.63,1,0.12,N,7
47,47000,MORTGAGE,9.0,PERSONAL,A,7500,6.62,0,0.16,N,12
24,62467,RENT,0.0,HOMEIMPROVEMENT,A,10625,8.49,0,0.17,N,2
42,38000,RENT,3.0,MEDICAL,E,3000,17.56,1,0.08,N,15
21,29004,RENT,5.0,PERSONAL,C,11000,14.22,1,0.38,Y,4
23,81600,RENT,1.0,MEDICAL,B,25000,11.36,1,0.31,N,3
26,56000,RENT,7.0,MEDICAL,E,22000,17.19,1,0.39,N,3
49,115000,RENT,16.0,PERSONAL,B,10000,10.37,0,0.09,N,17
21,30000,RENT,2.0,VENTURE,B,7000,10.99,0,0.23,N,3
53,88000,RENT,0.0,EDUCATION,A,5000,8.49,0,0.06,N,25
26,48000,RENT,2.0,EDUCATION,A,10700,9.63,0,0.22,N,4
